"lang"
{
	"Language"		"brazilian"
	"Tokens"
	{
		"CardName_10001"		"[C3] Venomante"
		"CardModification_10361_0"		"Ao jogar uma [color:black[carta preta]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +2 de [g:509[Ataque]] nesta rodada."
		"CardName_10365"		"[D1] Esquiva"
		"CardText_10365"		"Troque um aliado de lugar com um [g:601[aliado adjacente]]."
		"CardName_10366"		"[C11] Novas Ordens"
		"CardText_10366"		"Escolha um aliado. Depois, escolha o seu alvo de combate."
		"CardName_10367"		"[F2] Fender Armadura"
		"CardText_10367"		"[g:401[Modifique]] uma [g:607[unidade]], dando-lhe -X de [g:504[Armadura]], sendo X o valor da sua [g:504[Armadura]]."
		"CardName_10368"		"[C18] Bênção de Averno"
		"CardText_10368"		"[g:401[Modifique]] uma [g:607[unidade]], dando-lhe +2 de [g:509[Ataque]]."
		"CardModification_10368_0"		"+2 de [g:509[Ataque]]."
		"CardName_10370"		"[C26] Resistindo à Dor"
		"CardText_10370"		"Conceda a um [color:red[[g:0[herói]] vermelho]] +2 de [g:504[Armadura]] nesta rodada. <br><br>[color:quick[[g:604[&#9634; Obtenha iniciativa]].]]"
		"CardModification_10370_0"		"+2 de [g:504[Armadura]]."
		"CardName_10373"		"[A5] Alma Primaveril"
		"CardText_10373"		"[g:401[Modifique]] um [g:0[herói]], dando-lhe \"Ao jogar uma [color:green[carta verde]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +4 de [g:505[Regeneração]] nesta rodada.\""
		"CardEffect_10373_0"		"Ao jogar uma [color:green[carta verde]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +4 de [g:505[Regeneração]] nesta rodada."
		"CardModification_10373_0"		"Ao jogar uma [color:green[carta verde]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +4 de [g:505[Regeneração]] nesta rodada."
		"CardName_10374"		"[C8] Ataque Arcano"
		"CardText_10374"		"Cause 2 de dano à [g:2[torre]] inimiga. Pegue uma carta. <br><br>[color:quick[[g:604[&#9634; Obtenha iniciativa]].]]"
		"CardName_10376"		"[B28] Detonação Remota"
		"CardText_10376"		"Cause 5 de dano a cada inimigo imediatamente à frente de uma posição de combate vazia."
		"CardName_10377"		"[D30] Névoa de Guerra"
		"CardText_10377"		"Cada inimigo tem 50% de chance de ser desarmado nesta rodada."
		"CardName_10378"		"[D3] Propósito Divino"
		"CardText_10378"		"[g:401[Modifique]] uma [g:607[unidade]], dando-lhe [g:507[Imunidade a Dano]]."
		"CardModification_10378_0"		"[g:507[Imunidade a Dano]]."
		"CardName_10379"		"[B37] Intimidação"
		"CardText_10379"		"Mova uma [g:607[unidade]] para outra trilha aleatória."
		"CardName_10382"		"[F1] Rito de Purificação"
		"CardText_10382"		"[g:402[Expurgue]] os efeitos inimigos de um [g:0[herói]]."
		"CardName_10385"		"[A19] Estandartes de Tresdin"
		"CardText_10385"		"[g:401[Modifique]] um [color:red[[g:0[herói]] vermelho]], dando-lhe \"Ao jogar uma [color:red[carta vermelha]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +1 de [g:509[Ataque]] e +1 de [g:504[Armadura]] nesta rodada.\""
		"CardEffect_10385_0"		"Ao jogar uma [color:red[carta vermelha]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +1 de [g:509[Ataque]] e +1 de [g:504[Armadura]] nesta rodada."
		"CardModification_10385_0"		"Ao jogar uma [color:red[carta vermelha]], conceda a este [g:0[herói]] e aos seus [g:601[aliados adjacentes]] +1 de [g:509[Ataque]] e +1 de [g:504[Armadura]] nesta rodada."
		"CardName_10391"		"[B6] Compelir"
		"CardText_10391"		"Escolha uma [g:607[unidade]]. Escolha um alvo de combate para ela. Pegue uma carta."
		"CardName_10396"		"[C6] De Calças Curtas"
		"CardText_10396"		"[g:405[Atordoe]] um [g:0[herói]] até que ele equipe um [g:5[item]]."
		"CardName_10399"		"[B2] Perseguição Implacável"
		"CardText_10399"		"Escolha uma [g:607[unidade]] em outra trilha. Mova um [color:black[[g:0[herói]] aliado preto]] aleatório desta trilha para a trilha escolhida. [g:608[&#9633;]] Cause 2 de dano à [g:607[unidade]] escolhida."
		"CardName_10402"		"[B35] Barragem de Torre"
		"CardText_10402"		"Cause 2 de dano a todos os inimigos."
		"CardName_10403"		"[A20] Roubar Força"
		"CardText_10403"		"Escolha uma [g:607[unidade]] para receber -4 de [g:509[Ataque]] durante esta rodada e outra [g:607[unidade]] para receber +4 de [g:509[Ataque]] durante esta rodada."
		"CardModification_10403_0"		"+4 de [g:509[Ataque]]."
		"CardName_10404"		"[D25] Manto da Noite"
		"CardText_10404"		"Mova um [color:black[[g:0[herói]] aliado preto]] para outra trilha. Conceda a esse [g:0[herói]] +4 de [g:509[Ataque]] e +7 de [g:501[Cerco]] até o fim da próxima [g:203[fase de combate]] dele."
		"CardModification_10404_0"		"+4 de [g:509[Ataque]] e +7 de [g:501[Cerco]]."
		"CardName_10410"		"[B3] Abater"
		"CardText_10410"		"[g:408[Condene]] uma [g:1[Criatura]]."
		"CardName_10411"		"[B7] Plano Ardiloso"
		"CardText_10411"		"Troque uma [g:607[unidade]] de lugar com um [g:601[aliado adjacente]]. Pegue uma carta."
		"CardName_10412"		"[A10] Trovoada"
		"CardText_10412"		"Cause 4 de dano a todos os inimigos."
		"CardName_10413"		"[D16] Investida Direta"
		"CardText_10413"		"Conceda aos aliados +2 de [g:501[Cerco]] durante esta rodada. Os alvos de combate dos aliados mudam para a [g:607[unidade]] ou [g:2[torre]] imediatamente à sua frente."
		"CardModification_10413_0"		"+2 de [g:501[Cerco]]."
		"CardName_10415"		"[D19] Dano Colateral"
		"CardText_10415"		"[g:401[Modifique]] um [color:black[herói [g:0[preto]]]], dando-lhe +3 de [g:501[Cerco]]."
		"CardModification_10415_0"		"+3 de [g:501[Cerco]]."
		"CardName_10416"		"Rastreio"
		"CardText_10416"		"Conceda a um [g:0[herói]] \"Da próxima vez que morrer, forneça +10 de [g:500[Recompensa]]\"."
		"CardModification_10416_0"		"+10 de [g:500[Recompensa]]."
		"CardName_10417"		"[S5] Plano Surpresa"
		"CardText_10417"		"[g:409[Invoque]] duas [[Caçadoras Centauras]] em qualquer trilha."
		"CardName_10418"		"[C0] Ventriloquia"
		"CardText_10418"		"Escolha uma [g:607[unidade]]. Ela ganha [g:403[provocar]]."
		"CardName_10419"		"Gosma Nasal Viscosa"
		"CardText_10419"		"[g:401[Modifique]] uma [g:607[unidade]], dando-lhe -2 de [g:504[Armadura]]."
		"CardModification_10419_0"		"-2 de [g:504[Armadura]]."
		"CardName_10420"		"Rebeldia Vigorosa"
		"CardText_10420"		"[g:406[Silencie]] uma [g:607[unidade]] durante esta rodada."
		"CardName_10421"		"[D13] Golpe Debilitante"
		"CardText_10421"		"[g:401[Modifique]] um [g:0[herói]], dando-lhe -2 de [g:509[Ataque]]."
		"CardModification_10421_0"		"-2 de [g:509[Ataque]]."
		"CardName_10422"		"[F11] Sussurros da Loucura"
		"CardText_10422"		"[g:405[Atordoe]] um inimigo nesta rodada e [g:405[atordoe]] os [g:0[heróis]] aliados em todas as trilhas nesta rodada."
		"CardName_10424"		"[A2] A Qualquer Custo"
		"CardText_10424"		"Cause 6 de dano a todas as [g:607[unidades]]."
		"CardName_10425"		"[S2] Tempo de Triunfo"
		"CardText_10425"		"[g:401[Modifique]] os [g:0[heróis]] aliados, dando-lhes +4 de [g:509[Ataque]], +4 de [g:504[Armadura]], +4 de [g:510[Vida]], +4 de [g:502[Transposição]], +4 de [g:503[Retaliação]] e +4 de [g:501[Cerco]]."
		"CardModification_10425_0"		"+4 de [g:509[Ataque]], +4 de [g:504[Armadura]], +4 de [g:510[Vida]], +4 de [g:502[Transposição]], +4 de [g:503[Retaliação]] e +4 de [g:501[Cerco]]."
		"CardName_10536"		"[F1] Espírito da Tempestade"
		"CardText_10536"		"[abilityname[Sobrecarga]]Conceda ao {s:thisCardName} +2 de [g:509[Ataque]] até o fim da sua próxima [g:203[fase de combate]] ao jogar uma [color:black[carta preta]] em qualquer trilha."
		"CardName_10537"		"Sobrecarga"
		"CardText_10537"		"Conceda ao {s:parentCardName} +2 de [g:509[Ataque]] até o fim de sua próxima [g:203[fase de combate]] ao jogar uma [color:black[carta preta]] em qualquer trilha."
		"CardEffect_10537_0"		"Conceda ao {s:parentCardName} +2 de [g:509[Ataque]] até o fim de sua próxima [g:203[fase de combate]] ao jogar uma [color:black[carta preta]] em qualquer trilha."
		"CardModification_10537_0"		"+2 de [g:509[Ataque]]."
		"CardName_10538"		"Bola de Relâmpago"
		"CardText_10538"		"Mova um [color:black[[g:0[herói]] aliado preto]] para uma posição de combate vazia em qualquer trilha."
	}
}
